0.11671,0.01305,0.1364,0.15154,0.03777,0.87612,0.90304,0.97594,0.13868,0.00908,0.15855,0.17294,0.05434,0.84561,0.92073,0.97851,0.31222,0.15771,0.19835,0.0468,0.00624,0.74162,0.92071,0.94478,0.31608,0.03661,0.14012,0.04548,0.00748,0.88682,0.98319,0.99647,0.40418,0.00624,0.26668,0.09121,0.02236,0.8942,0.98407,0.99635,0.45987,7e-05,0.27158,0.09326,0.02374,0.67563,0.95406,0.99297,0.33433,0.00077,0.37254,0.34049,0.08282,0.73513,0.80292,0.95609,0.33897,0.00038,0.37933,0.39066,0.10855,0.73192,0.7992,0.96159,0.13937,0.11397,0.15066,0.15591,0.07406,0.8448,0.90497,0.9746,0.11683,0.1056,0.11892,0.11961,0.07466,0.87639,0.90184,0.97199,0.29408,0.13696,0.32923,0.31465,0.12044,0.76028,0.81418,0.95907,0.29984,0.15089,0.3879,0.36881,0.08782,0.74417,0.83258,0.97398,0.53032,0.21886,0.59761,0.25478,0.0873,0.55349,0.92658,0.98813,0.51129,0.22741,0.60947,0.22076,0.0722,0.5185,0.93228,0.98906,0.31005,0.15845,0.3588,0.33984,0.11855,0.76219,0.81629,0.95414,0.32184,0.15939,0.39548,0.09842,0.17452,0.74929,0.79769
0.03441,0.00302,0.05111,0.06127,0.01878,0.9793,0.98171,0.99174,0.04636,0.00345,0.06903,0.08099,0.03286,0.96894,0.98232,0.99203,0.0693,0.04377,0.08246,0.02328,0.00408,0.96065,0.98375,0.96413,0.05882,0.0098,0.05983,0.02234,0.00423,0.9815,0.99633,0.99768,0.13111,0.00297,0.16862,0.05967,0.01896,0.97103,0.99369,0.99551,0.13478,3e-05,0.15282,0.05356,0.01693,0.91818,0.98088,0.98748,0.06606,0.00023,0.16785,0.17624,0.04905,0.95868,0.9648,0.98232,0.0656,0.00011,0.16532,0.18995,0.06331,0.95895,0.96699,0.98369,0.03879,0.02986,0.04873,0.05241,0.0319,0.97625,0.98405,0.99318,0.02706,0.02801,0.03026,0.0333,0.02772,0.98662,0.98831,0.99308,0.0528,0.038,0.13079,0.15462,0.07368,0.96571,0.97185,0.98825,0.05399,0.043,0.16153,0.19322,0.05422,0.96278,0.97418,0.99284,0.13073,0.10917,0.2853,0.11961,0.04535,0.91533,0.98476,0.99443,0.12431,0.10947,0.28964,0.10434,0.03807,0.90614,0.98723,0.9948,0.05782,0.04687,0.15752,0.17703,0.06558,0.96623,0.97722,0.98988,0.0592,0.04975,0.17255,0.05252,0.10333,0.96444,0.97397
0.03048,0.00198,0.0437,0.05827,0.01839,0.97856,0.96712,0.99195,0.03625,0.0017,0.0474,0.05946,0.02427,0.97538,0.98579,0.99411,0.08488,0.03965,0.09871,0.0292,0.00491,0.94268,0.9774,0.96003,0.07611,0.00883,0.07015,0.02669,0.00548,0.9738,0.99513,0.99735,0.08588,0.00202,0.09862,0.0371,0.01371,0.97808,0.99463,0.99572,0.09822,2e-05,0.10406,0.04033,0.01236,0.92864,0.9845,0.9913,0.08297,0.00019,0.1947,0.21785,0.06027,0.939,0.94891,0.9772,0.08379,9e-05,0.19619,0.24701,0.07694,0.93891,0.94973,0.97966,0.03854,0.01944,0.04669,0.05406,0.0339,0.97119,0.98117,0.99105,0.02593,0.01656,0.02895,0.03418,0.02776,0.98321,0.98519,0.99209,0.06844,0.03328,0.14928,0.1705,0.07558,0.95003,0.95881,0.98637,0.06832,0.03584,0.18117,0.22115,0.06197,0.94574,0.96392,0.99114,0.14589,0.08177,0.31401,0.14837,0.05905,0.88631,0.9817,0.99464,0.14133,0.08451,0.32822,0.1321,0.04775,0.87332,0.98254,0.9936,0.07182,0.03854,0.16775,0.20237,0.07436,0.95192,0.9673,0.98755,0.0752,0.03959,0.18687,0.05959,0.12281,0.9481,0.96163
0.03222,0.00221,0.0479,0.05764,0.01948,0.9793,0.98144,0.99111,0.04297,0.00258,0.06167,0.07252,0.02982,0.96985,0.98336,0.99278,0.06775,0.04427,0.07447,0.02094,0.00375,0.96162,0.98481,0.96593,0.05665,0.00985,0.05403,0.01993,0.00402,0.98229,0.99669,0.99787,0.12262,0.00267,0.15772,0.05377,0.01757,0.97079,0.99359,0.99473,0.1259,3e-05,0.13878,0.04596,0.01572,0.92113,0.98325,0.9903,0.06372,0.00022,0.15135,0.15379,0.04547,0.95855,0.96358,0.98094,0.06266,0.00011,0.15144,0.16861,0.05613,0.9603,0.96699,0.98351,0.03611,0.02275,0.04545,0.05007,0.03083,0.97643,0.98398,0.99285,0.02491,0.02112,0.02784,0.0307,0.0275,0.98648,0.9883,0.99342,0.05121,0.03764,0.11842,0.13483,0.06287,0.96662,0.97277,0.98901,0.05232,0.04178,0.14716,0.17184,0.05405,0.96298,0.97426,0.99246,0.12212,0.09549,0.26565,0.10864,0.04065,0.91549,0.98406,0.99471,0.11745,0.09724,0.26577,0.09254,0.03582,0.90609,0.98626,0.994,0.05518,0.04346,0.14244,0.15771,0.05844,0.96672,0.97657,0.99085,0.05692,0.04615,0.15602,0.0464,0.09077,0.96469,0.97349
0.1081,0.02413,0.11676,0.12511,0.03044,0.88788,0.91373,0.98164,0.13098,0.01777,0.14117,0.14884,0.04755,0.86162,0.93257,0.98661,0.27736,0.16433,0.16778,0.03974,0.00521,0.79011,0.93688,0.95282,0.27965,0.03818,0.11941,0.03903,0.00642,0.90754,0.98663,0.99715,0.42214,0.0079,0.26746,0.09445,0.02325,0.8994,0.98527,0.99698,0.48531,8e-05,0.26679,0.09183,0.02348,0.68904,0.95667,0.9935,0.31239,0.00082,0.33278,0.30545,0.07426,0.77229,0.82954,0.96659,0.31165,0.00041,0.33431,0.34819,0.09792,0.77289,0.82601,0.9684,0.14086,0.25336,0.14845,0.14947,0.06944,0.85019,0.91051,0.97976,0.1351,0.30137,0.13558,0.13506,0.08357,0.86407,0.8968,0.97303,0.24156,0.14739,0.26542,0.2648,0.0978,0.81645,0.859,0.9732,0.24705,0.16741,0.3127,0.31208,0.07316,0.80273,0.87055,0.98167,0.46996,0.26707,0.50304,0.21613,0.07335,0.63396,0.94174,0.992,0.47944,0.28781,0.53218,0.19165,0.06226,0.58424,0.94437,0.99138,0.25297,0.17771,0.2898,0.28597,0.09902,0.81689,0.86262,0.96871,0.27125,0.18048,0.32699,0.08567,0.15433,0.80286,0.84565
0.18468,0.02213,0.21138,0.23744,0.05775,0.79174,0.8402,0.96177,0.21246,0.01424,0.24368,0.26898,0.08514,0.74763,0.87453,0.97121,0.51862,0.33382,0.28479,0.05652,0.00743,0.5513,0.85952,0.90565,0.53407,0.07801,0.19884,0.05431,0.00871,0.80613,0.97103,0.99414,0.70338,0.01126,0.38488,0.12341,0.02984,0.81688,0.97359,0.9944,0.81147,0.00012,0.38252,0.12132,0.0301,0.42571,0.92013,0.98941,0.57823,0.00149,0.56299,0.42272,0.09675,0.53022,0.64387,0.93139,0.58081,0.00075,0.56226,0.47101,0.12386,0.52686,0.63803,0.93912,0.22871,0.22801,0.25969,0.27879,0.12979,0.73357,0.84026,0.95922,0.2225,0.24133,0.24204,0.25437,0.15399,0.75709,0.81205,0.9408,0.47565,0.30955,0.47052,0.39714,0.14515,0.59545,0.67972,0.93352,0.47373,0.32287,0.54075,0.45852,0.10502,0.58105,0.71967,0.96136,0.79093,0.38731,0.73001,0.28152,0.09459,0.3149,0.88577,0.98448,0.79714,0.41847,0.76432,0.25052,0.07971,0.22191,0.89081,0.98453,0.48271,0.33205,0.50786,0.40541,0.13146,0.61083,0.69501,0.92856,0.51153,0.32719,0.56869,0.12352,0.20819,0.58693,0.65934
0.24394,0.01303,0.25753,0.2672,0.0632,0.75725,0.82726,0.97001,0.26489,0.00922,0.28651,0.29657,0.09234,0.72035,0.8718,0.97927,0.29327,0.28169,0.14044,0.02665,0.00345,0.7598,0.92927,0.96534,0.2785,0.06724,0.09446,0.02641,0.00441,0.89869,0.98524,0.99726,0.45114,0.01667,0.20173,0.05705,0.01294,0.87906,0.98293,0.99742,0.59977,0.00019,0.25713,0.07509,0.01779,0.53686,0.93084,0.99315,0.29612,0.00144,0.25342,0.18725,0.04408,0.76105,0.82778,0.9729,0.28637,0.00073,0.24627,0.20565,0.05628,0.76515,0.82615,0.97669,0.28687,0.14769,0.30594,0.31223,0.13869,0.68977,0.82564,0.9715,0.31884,0.17964,0.34096,0.34914,0.19595,0.66834,0.75699,0.95399,0.25092,0.24466,0.23216,0.21264,0.07826,0.78768,0.83932,0.97957,0.24771,0.27457,0.25538,0.22267,0.05184,0.78309,0.86304,0.98655,0.48324,0.47421,0.40995,0.15697,0.04823,0.55369,0.9253,0.99254,0.48639,0.47299,0.43979,0.13557,0.03973,0.50555,0.93566,0.99385,0.25301,0.30637,0.23857,0.19996,0.06749,0.79167,0.83926,0.97379,0.26334,0.30452,0.26068,0.05923,0.10309,0.78737,0.83288
0.02185,0.02716,0.01335,0.013,0.00612,0.98605,0.98908,0.99607,0.15427,0.01274,0.16439,0.17562,0.06631,0.81547,0.90169,0.9678,0.30635,0.08585,0.24644,0.06334,0.01002,0.66843,0.88627,0.86845,0.31215,0.01904,0.17279,0.05949,0.01149,0.85452,0.97647,0.99167,0.3937,0.00847,0.23342,0.05883,0.01697,0.88699,0.98121,0.99258,0.42249,9e-05,0.22299,0.06314,0.01815,0.67145,0.94738,0.98695,0.34939,0.00051,0.44201,0.4063,0.11342,0.6645,0.71447,0.91163,0.34526,0.00025,0.42741,0.42903,0.13161,0.67037,0.71265,0.92124,0.1875,0.13807,0.19452,0.19562,0.10973,0.79629,0.86999,0.94807,0.13668,0.11868,0.12864,0.12661,0.09316,0.85816,0.88523,0.95836,0.30373,0.11319,0.41146,0.40524,0.16221,0.70429,0.74926,0.94099,0.31408,0.09563,0.4992,0.52022,0.13766,0.66689,0.76195,0.958,0.5462,0.29193,0.56075,0.20158,0.0727,0.5011,0.91504,0.98334,0.5262,0.30035,0.59554,0.19786,0.07486,0.44456,0.91806,0.98564,0.32208,0.14075,0.43316,0.39365,0.1397,0.70947,0.75891,0.93918,0.33343,0.14744,0.4712,0.11732,0.21671,0.69782,0.73418
0.01242,0.00292,0.00544,0.00664,0.00353,0.99452,0.99506,0.99779,0.05836,0.00319,0.05433,0.06061,0.02562,0.94732,0.97031,0.99068,0.12545,0.05607,0.10241,0.0285,0.0055,0.89488,0.96298,0.94882,0.12027,0.01259,0.0725,0.02613,0.00556,0.95266,0.99216,0.99659,0.16372,0.00372,0.11119,0.0394,0.01283,0.95606,0.99214,0.99526,0.18236,4e-05,0.11837,0.0428,0.01331,0.86619,0.97586,0.99008,0.12905,0.00026,0.19303,0.20515,0.06086,0.89099,0.91275,0.9703,0.12949,0.00013,0.18984,0.22111,0.07471,0.89219,0.91533,0.97045,0.06732,0.03398,0.06036,0.06099,0.03703,0.93744,0.95923,0.98496,0.04442,0.02755,0.03729,0.03848,0.03348,0.96373,0.96872,0.98695,0.10559,0.04934,0.15173,0.16087,0.06997,0.91036,0.92819,0.98115,0.10754,0.04951,0.19226,0.2249,0.06395,0.89953,0.93138,0.98486,0.23712,0.12948,0.30934,0.1368,0.04932,0.80033,0.96589,0.99202,0.22972,0.13663,0.33245,0.12919,0.04648,0.77755,0.96835,0.99287,0.11033,0.05597,0.16269,0.17576,0.06566,0.91386,0.93621,0.98061,0.11517,0.05779,0.18335,0.05379,0.10476,0.90803,0.92635
0.12099,0.01127,0.12737,0.13153,0.03601,0.88603,0.91324,0.96656,0.14322,0.00857,0.15788,0.16875,0.05808,0.85519,0.92918,0.97901,0.22347,0.19638,0.11117,0.02942,0.00455,0.80934,0.9388,0.95377,0.2248,0.04559,0.07968,0.02808,0.0054,0.91561,0.98687,0.99671,0.3859,0.01219,0.2059,0.06436,0.01712,0.89368,0.98314,0.99544,0.39384,0.00013,0.18585,0.05901,0.0179,0.70926,0.9553,0.98998,0.25321,0.001,0.2366,0.21174,0.05904,0.7738,0.81909,0.95674,0.25128,0.00049,0.23155,0.23077,0.0737,0.7791,0.82469,0.96663,0.17503,0.10733,0.19055,0.19608,0.11295,0.81669,0.87928,0.94019,0.14058,0.11767,0.15012,0.15033,0.11063,0.85659,0.88074,0.94254,0.1921,0.18003,0.17292,0.19823,0.09332,0.83665,0.86522,0.96962,0.20847,0.1964,0.23039,0.26241,0.07704,0.8105,0.86469,0.97325,0.39207,0.44497,0.36669,0.14343,0.06241,0.65096,0.93831,0.98796,0.3378,0.42033,0.32917,0.1144,0.04462,0.66381,0.95062,0.98906,0.21817,0.22144,0.21241,0.21433,0.08089,0.81065,0.84656,0.95796,0.22748,0.22801,0.24851,0.06796,0.13444,0.79518,0.81884
